"genero","especie","nombre_comun","categoria"
"Knipolegus","poecilurus","Rufous-tailed-Tyrant","LC"
"Attila","bolivianus","Dull-capped-Attila","LC"
"Attila","cinnamomeus","Cinnamon-Attila","LC"
"Attila","spadiceus","Bright-rumped-Attila","LC"
"Rhytipterna","simplex","Greyish-Mourner","LC"
"Laniocera","hypopyrra","Cinereous-Mourner","LC"
"Myiarchus","cephalotes","Pale-edged-Flycatcher","LC"
"Myiozetetes","cayanensis","Rusty-margined-Flycatcher","LC"
"Myiozetetes","granadensis","Grey-capped-Flycatcher","LC"
"Myiozetetes","luteiventris","Dusky-chested-Flycatcher","LC"
"Myiodynastes","luteiventris","Sulphur-bellied-Flycatcher","LC"
"Tyrannopsis","sulphurea","Sulphury-Flycatcher","LC"
"Tyrannus","albogularis","White-throated-Kingbird","LC"
"Pachyramphus","marginatus","Black-capped-Becard","LC"
"Pachyramphus","minor","Pink-throated-Becard","LC"
"Pachyramphus","versicolor","Barred-Becard","LC"
"Tityra","semifasciata","Masked-Tityra","LC"
"Schiffornis","major","Greater-Schiffornis","LC"
"Schiffornis","turdina","Thrush-like-Schiffornis","LC"
"Xenopipo","atronitens","Black-Manakin","LC"
"Antilophia","galeata","Helmeted-Manakin","LC"
"Tyranneutes","stolzmanni","Dwarf-Tyrant-manakin","LC"
"Neopelma","pallescens","Pale-bellied-Tyrant-manakin","LC"
"Neopelma","sulphureiventer","Sulphur-bellied-Tyrant-manakin","LC"
"Heterocercus","linteatus","Flame-crested-Manakin","LC"
"Machaeropterus","pyrocephalus","Fiery-capped-Manakin","LC"
"Chiroxiphia","boliviana","Yungas-Manakin","LC"
"Chiroxiphia","pareola","Blue-backed-Manakin","LC"
"Pipra","chloromeros","Round-tailed-Manakin","LC"
"Lepidothrix","coronata","Blue-crowned-Manakin","LC"
"Lepidothrix","nattereri","Snow-capped-Manakin","LC"
"Pipra","rubrocapilla","Red-headed-Manakin","LC"
"Ampelion","rubrocristatus","Red-crested-Cotinga","LC"
"Ampelion","rufaxilla","Chestnut-crested-Cotinga","LC"
"Pipreola","arcuata","Barred-Fruiteater","LC"
"Pipreola","intermedia","Band-tailed-Fruiteater","LC"
"Iodopleura","isabellae","White-browed-Purpletuft","LC"
"Lipaugus","vociferans","Screaming-Piha","LC"
"Cotinga","cayana","Spangled-Cotinga","LC"
"Cotinga","maynana","Plum-throated-Cotinga","LC"
"Xipholena","punicea","Pompadour-Cotinga","LC"
"Gymnoderus","foetidus","Bare-necked-Fruitcrow","LC"
"Querula","purpurata","Purple-throated-Fruitcrow","LC"
"Cephalopterus","ornatus","Amazonian-Umbrellabird","LC"
"Rupicola","peruvianus","Andean-Cock-of-the-rock","LC"
"Notiochelidon","flavipes","Pale-footed-Swallow","LC"
"Notiochelidon","murina","Brown-bellied-Swallow","LC"
"Atticora","fasciata","White-banded-Swallow","LC"
"Neochelidon","tibialis","White-thighed-Swallow","LC"
"Cinclus","leucocephalus","White-capped-Dipper","LC"
"Odontorchilus","branickii","Grey-mantled-Wren","LC"
"Odontorchilus","cinereus","Tooth-billed-Wren","NT"
"Thryothorus","genibarbis","Moustached-Wren","LC"
"Thryothorus","guarayanus","Fawn-breasted-Wren","LC"
"Thryothorus","leucotis","Buff-breasted-Wren","LC"
"Henicorhina","leucophrys","Grey-breasted-Wood-wren","LC"
"Microcerculus","marginatus","Southern-Nightingale-wren","LC"
"Cyphorhinus","arada","Musician-Wren","LC"
"Cyphorhinus","thoracicus","Chestnut-breasted-Wren","LC"
"Myadestes","ralloides","Andean-Solitaire","LC"
"Entomodestes","leucotis","White-eared-Solitaire","LC"
"Catharus","fuscater","Slaty-backed-Nightingale-thrush","LC"
"Catharus","fuscescens","Veery","LC"
"Turdus","leucops","Pale-eyed-Thrush","LC"
"Turdus","fuscater","Great-Thrush","LC"
"Turdus","hauxwelli","Hauxwells-Thrush","LC"
"Turdus","ignobilis","Black-billed-Thrush","LC"
"Turdus","lawrencii","Lawrences-Thrush","LC"
"Ramphocaenus","melanurus","Long-billed-Gnatwren","LC"
"Ammodramus","aurifrons","Yellow-browed-Sparrow","LC"
"Phrygilus","erythronotus","White-throated-Sierra-finch","LC"
"Phrygilus","punensis","Peruvian-Sierra-finch","LC"
"Haplospiza","rustica","Slaty-Finch","LC"
"Diuca","speculifera","White-winged-Diuca-finch","LC"
"Sporophila","castaneiventris","Chestnut-bellied-Seedeater","LC"
"Sporophila","luctuosa","Black-and-white-Seedeater","LC"
"Sporophila","schistacea","Slate-coloured-Seedeater","LC"
"Catamenia","homochroa","Paramo-Seedeater","LC"
"Arremon","taciturnus","Pectoral-Sparrow","LC"
"Parkerthraustes","humeralis","Yellow-shouldered-Grosbeak","LC"
"Saltator","grossus","Slate-coloured-Grosbeak","LC"
"Saltator","atricollis","Black-throated-Saltator","LC"
"Saltator","maximus","Buff-throated-Saltator","LC"
"Schistochlamys","melanopis","Black-faced-Tanager","LC"
"Lamprospiza","melanoleuca","Red-billed-Pied-Tanager","LC"
"Chlorornis","riefferii","Grass-green-Tanager","LC"
"Chlorospingus","parvirostris","Yellow-whiskered-Bush-tanager","LC"
"Hemispingus","calophrys","Orange-browed-Hemispingus","LC"
"Hemispingus","melanotis","Black-eared-Hemispingus","LC"
"Hemispingus","superciliaris","Superciliaried-Hemispingus","LC"
"Hemispingus","trifasciatus","Three-striped-Hemispingus","LC"
"Hemispingus","xanthophthalmus","Drab-Hemispingus","LC"
"Hemithraupis","flavicollis","Yellow-backed-Tanager","LC"
"Chlorothraupis","carmioli","Olive-Tanager","LC"
"Eucometis","penicillata","Grey-headed-Tanager","LC"
"Lanio","versicolor","White-winged-Shrike-tanager","LC"
"Creurgops","dentatus","Slaty-Tanager","LC"
"Tachyphonus","cristatus","Flame-crested-Tanager","LC"
"Tachyphonus","luctuosus","White-shouldered-Tanager","LC"
"Tachyphonus","phoenicius","Red-shouldered-Tanager","LC"
"Tachyphonus","rufiventer","Yellow-crested-Tanager","LC"
"Piranga","leucoptera","White-winged-Tanager","LC"
"Piranga","olivacea","Scarlet-Tanager","LC"
"Piranga","rubra","Summer-Tanager","LC"
"Ramphocelus","carbo","Silver-beaked-Tanager","LC"
"Ramphocelus","nigrogularis","Masked-Crimson-Tanager","LC"
"Thraupis","cyanocephala","Blue-capped-Tanager","LC"
"Thraupis","episcopus","Blue-grey-Tanager","LC"
"Buthraupis","montana","Hooded-Mountain-tanager","LC"
"Anisognathus","somptuosus","Blue-winged-Mountain-tanager","LC"
"Anisognathus","igniventris","Scarlet-bellied-Mountain-tanager","LC"
"Iridosornis","jelskii","Golden-collared-Tanager","LC"
"Delothraupis","castaneoventris","Chestnut-bellied-Mountain-tanager","LC"
"Euphonia","chrysopasta","White-lored-Euphonia","LC"
"Euphonia","laniirostris","Thick-billed-Euphonia","LC"
"Euphonia","mesochrysa","Bronze-green-Euphonia","LC"
"Euphonia","minuta","White-vented-Euphonia","LC"
"Euphonia","rufiventris","Rufous-bellied-Euphonia","LC"
"Euphonia","xanthogaster","Orange-bellied-Euphonia","LC"
"Chlorochrysa","calliparaea","Orange-eared-Tanager","LC"
"Tangara","argyrofenges","Straw-backed-Tanager","VU"
"Tangara","arthus","Golden-Tanager","LC"
"Tangara","callophrys","Opal-crowned-Tanager","LC"
"Tangara","chilensis","Paradise-Tanager","LC"
"Tangara","chrysotis","Golden-eared-Tanager","LC"
"Tangara","cyanicollis","Blue-necked-Tanager","LC"
"Tangara","cyanotis","Blue-browed-Tanager","LC"
"Tangara","gyrola","Bay-headed-Tanager","LC"
"Tangara","mexicana","Turquoise-Tanager","LC"
"Tangara","nigrocincta","Masked-Tanager","LC"
"Tangara","nigroviridis","Beryl-spangled-Tanager","LC"
"Tangara","punctata","Spotted-Tanager","LC"
"Tangara","ruficervix","Golden-naped-Tanager","LC"
"Tangara","schrankii","Green-and-gold-Tanager","LC"
"Tangara","vassorii","Blue-and-black-Tanager","LC"
"Tangara","xanthocephala","Saffron-crowned-Tanager","LC"
"Tangara","xanthogastra","Yellow-bellied-Tanager","LC"
"Dacnis","flaviventer","Yellow-bellied-Dacnis","LC"
"Dacnis","lineata","Black-faced-Dacnis","LC"
"Chlorophanes","spiza","Green-Honeycreeper","LC"
"Cyanerpes","caeruleus","Purple-Honeycreeper","LC"
"Cyanerpes","cyaneus","Red-legged-Honeycreeper","LC"
"Diglossa","caerulescens","Bluish-Flowerpiercer","LC"
"Diglossa","brunneiventris","Black-throated-Flowerpiercer","LC"
"Diglossa","cyanea","Masked-Flowerpiercer","LC"
"Diglossa","glauca","Deep-blue-Flowerpiercer","LC"
"Diglossa","mystacalis","Moustached-Flowerpiercer","LC"
"Dendroica","fusca","Blackburnian-Warbler","LC"
"Myioborus","melanocephalus","Spectacled-Redstart","LC"
"Basileuterus","coronatus","Russet-crowned-Warbler","LC"
"Basileuterus","hypoleucus","White-bellied-Warbler","LC"
"Basileuterus","luteoviridis","Citrine-Warbler","LC"
"Basileuterus","tristriatus","Three-striped-Warbler","LC"
"Phaeothlypis","fulvicauda","Buff-rumped-Warbler","LC"
"Granatellus","pelzelni","Rose-breasted-Chat","LC"
"Conirostrum","albifrons","Capped-Conebill","LC"
"Conirostrum","cinereum","Cinereous-Conebill","LC"
"Conirostrum","ferrugineiventre","White-browed-Conebill","LC"
"Conirostrum","sitticolor","Blue-backed-Conebill","LC"
"Vireolanius","leucotis","Slaty-capped-Shrike-vireo","LC"
"Vireo","flavoviridis","Yellow-green-Vireo","LC"
"Vireo","leucophrys","Brown-capped-Vireo","LC"
"Hylophilus","hypoxanthus","Dusky-capped-Greenlet","LC"
"Hylophilus","muscicapinus","Buff-cheeked-Greenlet","LC"
"Hylophilus","ochraceiceps","Tawny-crowned-Greenlet","LC"
"Hylophilus","pectoralis","Ashy-headed-Greenlet","LC"
"Hylophilus","amaurocephalus","Grey-eyed-Greenlet","LC"
"Hylophilus","semicinereus","Grey-chested-Greenlet","LC"
"Hylophilus","thoracicus","Lemon-chested-Greenlet","LC"
"Psarocolius","angustifrons","Russet-backed-Oropendola","LC"
"Psarocolius","atrovirens","Dusky-green-Oropendola","LC"
"Psarocolius","bifasciatus","Olive-Oropendola","LC"
"Clypicterus","oseryi","Casqued-Oropendola","LC"
"Cacicus","cela","Yellow-rumped-Cacique","LC"
"Amblycercus","holosericeus","Yellow-billed-Cacique","LC"
"Oreopsar","bolivianus","Bolivian-Blackbird","LC"
"Lampropsar","tanagrinus","Velvet-fronted-Grackle","LC"
"Carduelis","olivacea","Olivaceous-Siskin","LC"
"Carduelis","xanthogastra","Yellow-bellied-Siskin","LC"
"Cyanolyca","viridicyanus","White-collared-Jay","NT"
"Cyanocorax","cristatellus","Curl-crested-Jay","LC"
"Cyanocorax","violaceus","Violaceous-Jay","LC"
"Cyanocorax","yncas","Green-Jay","LC"
"Suiriri","islerorum","Chapada-Flycatcher","NT"
"Nothoprocta","taczanowskii","Taczanowskis-Tinamou","VU"
"Nyctibius","bracteatus","Rufous-Potoo","LC"
"Fulica","americana","American-Coot","LC"
"Gallinago","jamesoni","Andean-Snipe","LC"
"Bolborhynchus","lineola","Barred-Parakeet","LC"
"Pyrrhura","devillei","Blaze-winged-Parakeet","NT"
"Glaucidium","minutissimum","Least-Pygmy-owl","LC"
"Threnetes","niger","Sooty-Barbthroat","LC"
"Phaethornis","malaris","Great-billed-Hermit","LC"
"Heliodoxa","rubinoides","Fawn-breasted-Brilliant","LC"
"Galbula","cyanicollis","Blue-necked-Jacamar","LC"
"Galbula","chalcothorax","Purplish-Jacamar","LC"
"Monasa","flavirostris","Yellow-billed-Nunbird","LC"
"Hylexetastes","perrotii","Red-billed-Woodcreeper","LC"
"Xiphorhynchus","spixii","Spixs-Woodcreeper","LC"
"Asthenes","helleri","Puna-Thistletail","VU"
"Myrmotherula","iheringi","Iherings-Antwren","LC"
"Thamnophilus","murinus","Mouse-coloured-Antshrike","LC"
"Liosceles","thoracicus","Rusty-belted-Tapaculo","LC"
"Phylloscartes","flaviventris","Rufous-lored-Tyrannulet","LC"
"Myiophobus","roraimae","Roraiman-Flycatcher","LC"
"Conopias","cinchoneti","Lemon-browed-Flycatcher","VU"
"Turdus","fumigatus","Cocoa-Thrush","LC"
"Microbates","cinereiventris","Tawny-faced-Gnatwren","LC"
"Cnemoscopus","rubrirostris","Grey-hooded-Bush-Tanager","LC"
"Cyanerpes","nitidus","Short-billed-Honeycreeper","LC"
"Chlorospingus","flavigularis","Yellow-throated-Bush-tanager","LC"
"Oryzoborus","atrirostris","Black-billed-Seed-finch","LC"
"Cyanocompsa","cyanoides","Blue-black-Grosbeak","LC"
"Tangara","viridicollis","Silver-backed-Tanager","LC"
"Sporophila","bouvronides","Lessons-Seedeater","LC"
"Dubusia","taeniata","Buff-breasted-Mountain-tanager","LC"
"Dendroica","petechia","Yellow-Warbler","LC"
"Basileuterus","chrysogaster","Golden-bellied-Warbler","LC"
"Cacicus","uropygialis","Scarlet-rumped-Cacique","LC"
"Phibalura","boliviana","Palkachupa-Cotinga","EN"
"Psarocolius","viridis","Green-Oropendola","LC"
"Willisornis","poecilinotus","Common-Scale-backed-Antbird","LC"
"Oryzoborus","maximiliani","Great-billed-Seed-finch","VU"
"Pipile","cujubi","Red-throated-Piping-guan","LC"
"Psophia","viridis","Dark-winged-Trumpeter","EN"
"Brotogeris","chrysoptera","Golden-winged-Parakeet","LC"
"Megascops","marshalli","Cloud-forest-Screech-owl","NT"
"Glaucidium","parkeri","Subtropical-Pygmy-owl","LC"
"Galbula","albirostris","Yellow-billed-Jacamar","LC"
"Bucco","capensis","Collared-Puffbird","LC"
"Micromonacha","lanceolata","Lanceolated-Monklet","LC"
"Dendrocincla","tyrannina","Tyrannine-Woodcreeper","LC"
"Synallaxis","albigularis","Dark-breasted-Spinetail","LC"
"Asthenes","wyatti","Streak-backed-Canastero","LC"
"Scytalopus","griseicollis","Pale-bellied-Tapaculo","LC"
"Zimmerius","cinereicapilla","Red-billed-Tyrannulet","VU"
"Nephelomyias","pulcher","Handsome-Flycatcher","LC"
"Conopias","parvus","Yellow-throated-Flycatcher","LC"
"Conioptilon","mcilhennyi","Black-faced-Cotinga","LC"
"Porphyrolaema","porphyrolaema","Purple-throated-Cotinga","LC"
"Conothraupis","speculigera","Black-and-white-Tanager","NT"
"Mniotilta","varia","Black-and-white-Warbler","LC"
"Oporornis","agilis","Connecticut-Warbler","LC"
"Wilsonia","canadensis","Canada-Warbler","LC"
"Myrmotherula","brachyura","Pygmy-Antwren","LC"
"Laniisoma","elegans","Shrike-like-Cotinga","LC"
"Micrastur","mintoni","Cryptic-Forest-falcon","LC"
"Capito","auratus","Gilded-Barbet","LC"
"Muscisaxicola","griseus","Taczanowskis-Ground-tyrant","LC"
"Atlapetes","rufinucha","Bolivian-Brush-finch","LC"
"Cinnycerthia","fulva","Fulvous-Wren","LC"
"Hemitriccus","griseipectus","White-bellied-Tody-tyrant","LC"
"Inezia","subflava","Amazonian-Tyrannulet","LC"
"Myrmeciza","hemimelaena","Chestnut-tailed-Antbird","LC"
"Myrmotherula","multostriata","Amazonian-Streaked-Antwren","LC"
"Thamnophilus","stictocephalus","Natterers-Slaty-antshrike","LC"
"Thamnophilus","sticturus","Bolivian-Slaty-antshrike","LC"
"Thamnophilus","palliatus","Chestnut-backed-Antshrike","LC"
"Lepidocolaptes","lacrymiger","Montane-Woodcreeper","LC"
"Pseudoseisura","unirufa","Rufous-Cacholote","LC"
"Cranioleuca","vulpina","Rusty-backed-Spinetail","LC"
"Cranioleuca","vulpecula","Parkers-Spinetail","LC"
"Notharchus","hyperrhynchus","White-necked-Puffbird","LC"
"Aglaiocercus","kingi","Long-tailed-Sylph","LC"
"Haplophaedia","assimilis","Buff-thighed-Puffleg","LC"
"Chlorostilbon","mellisugus","Blue-tailed-Emerald","LC"
"Chaetura","viridipennis","Amazonian-Swift","LC"
"Celeus","spectabilis","Rufous-headed-Woodpecker","LC"
"Heliangelus","amethysticollis","Amethyst-throated-Sunangel","LC"
"Cacicus","chrysonotus","Mountain-Cacique","LC"
"Xiphorhynchus","guttatus","Buff-throated-Woodcreeper","LC"
"Furnarius","leucopus","Pale-legged-Hornero","LC"
"Philydor","erythrocercum","Rufous-rumped-Foliage-gleaner","LC"
"Pyriglena","leuconota","White-backed-Fire-eye","LC"
"Tangara","velia","Opal-rumped-Tanager","LC"
"Hypocnemis","ochrogyna","Rondonia-Warbling-antbird","LC"
"Hypocnemis","peruviana","Peruvian-Warbling-antbird","LC"
"Cnipodectes","superrufus","Rufous-Twistwing","VU"
"Zimmerius","gracilipes","Slender-footed-Tyrannulet","LC"
"Hypocnemis","subflava","Yellow-breasted-Warbling-antbird","LC"
"Pteroglossus","azara","Ivory-billed-Aracari","LC"
"Ramphastos","vitellinus","Channel-billed-Toucan","LC"
"Ramphastos","tucanus","White-throated-Toucan","LC"
"Schistocichla","brunneiceps","Brownish-headed-Antbird","LC"
"Phyllomyias","weedeni","Yungas-Tyrannulet","VU"
"Trogon","viridis","Green-backed-Trogon","LC"
"Trogon","melanurus","Black-tailed-Trogon","LC"
"Schistocichla","humaythae","Humaita-Antbird","LC"
"Scytalopus","opaca","Paramo-Tapaculo","LC"
"Trogon","ramonianus","Amazonian-Trogon","LC"
"Paroaria","gularis","Red-capped-Cardinal","LC"
"Automolus","rubiginosus","Ruddy-Foliage-gleaner","LC"
"Tinamus","osgoodi","Black-Tinamou","VU"
"Icterus","cayanensis","Epaulet-Oriole","LC"
"Crypturellus","noctivagus","Yellow-legged-Tinamou","NT"
"Nothura","minor","Lesser-Nothura","VU"
"Ortalis","superciliaris","Buff-browed-Chachalaca","LC"
"Penelope","pileata","White-crested-Guan","VU"
"Penelope","ochrogaster","Chestnut-bellied-Guan","VU"
"Penelope","jacucaca","White-browed-Guan","VU"
"Crax","blumenbachii","Red-billed-Curassow","EN"
"Picumnus","fulvescens","Tawny-Piculet","NT"
"Picumnus","limae","Ochraceous-Piculet","LC"
"Jacamaralcyon","tridactyla","Three-toed-Jacamar","VU"
"Nonnula","amaurocephala","Chestnut-headed-Nunlet","LC"
"Neomorphus","squamiger","Scaled-Ground-cuckoo","VU"
"Anodorhynchus","leari","Lears-Macaw","EN"
"Cyanopsitta","spixii","Spixs-Macaw","CR"
"Aratinga","jandaya","Jandaya-Parakeet","LC"
"Aratinga","auricapillus","Golden-capped-Parakeet","NT"
"Pyrrhura","cruentata","Ochre-marked-Parakeet","VU"
"Pyrrhura","lepida","Pearly-Parakeet","VU"
"Touit","melanonotus","Brown-backed-Parrotlet","EN"
"Touit","surdus","Golden-tailed-Parrotlet","VU"
"Amazona","pretrei","Red-spectacled-Amazon","VU"
"Amazona","rhodocorytha","Red-browed-Amazon","EN"
"Amazona","brasiliensis","Red-tailed-Amazon","VU"
"Amazona","kawalli","Kawalls-Amazon","NT"
"Ramphodon","naevius","Saw-billed-Hermit","NT"
"Glaucis","dohrnii","Hook-billed-Hermit","EN"
"Avocettula","recurvirostris","Fiery-tailed-Awlbill","LC"
"Thalurania","watertonii","Long-tailed-Woodnymph","NT"
"Augastes","lumachella","Hooded-Visorbearer","NT"
"Augastes","scutatus","Hyacinth-Visorbearer","NT"
"Nyctiprogne","vielliardi","Plain-tailed-Nighthawk","NT"
"Caprimulgus","hirundinaceus","Pygmy-Nightjar","LC"
"Columbina","cyanopis","Blue-eyed-Ground-dove","CR"
"Leucopternis","lacernulatus","White-necked-Hawk","VU"
"Leucopternis","polionotus","Mantled-Hawk","NT"
"Pterodroma","arminjoniana","Trindade-Petrel","VU"
"Hemitriccus","josephinae","Boat-billed-Tody-tyrant","LC"
"Hemitriccus","orbitatus","Eye-ringed-Tody-tyrant","NT"
"Hemitriccus","nidipendulus","Hangnest-Tody-tyrant","LC"
"Hemitriccus","inornatus","Pelzelns-Tody-tyrant","LC"
"Hemitriccus","mirandae","Buff-breasted-Tody-tyrant","VU"
"Hemitriccus","kaempferi","Kaempfers-Tody-tyrant","EN"
"Hemitriccus","furcatus","Fork-tailed-Pygmy-tyrant","VU"
"Poecilotriccus","senex","Buff-cheeked-Tody-flycatcher","LC"
"Phyllomyias","griseocapilla","Grey-capped-Tyrannulet","NT"
"Elaenia","ridleyana","Noronha-Elaenia","VU"
"Polystictus","superciliaris","Grey-backed-Tachuri","LC"
"Phylloscartes","roquettei","Minas-Gerais-Tyrannulet","EN"
"Phylloscartes","oustaleti","Oustalets-Tyrannulet","NT"
"Phylloscartes","difficilis","Serra-do-Mar-Tyrannulet","NT"
"Phylloscartes","ceciliae","Alagoas-Tyrannulet","EN"
"Onychorhynchus","swainsoni","Atlantic-Royal-Flycatcher","VU"
"Contopus","nigrescens","Blackish-Pewee","LC"
"Knipolegus","franciscanus","Brazilian-Black-tyrant","LC"
"Tijuca","atra","Black-and-gold-Cotinga","NT"
"Tijuca","condita","Grey-winged-Cotinga","VU"
"Carpornis","cucullata","Hooded-Berryeater","NT"
"Carpornis","melanocephala","Black-headed-Berryeater","VU"
"Iodopleura","pipra","Buff-throated-Purpletuft","NT"
"Calyptura","cristata","Kinglet-Calyptura","CR"
"Lipaugus","lanioides","Cinnamon-vented-Piha","NT"
"Cotinga","maculata","Banded-Cotinga","EN"
"Xipholena","atropurpurea","White-winged-Cotinga","EN"
"Lepidothrix","iris","Opal-crowned-Manakin","VU"
"Lepidothrix","vilasboasi","Golden-crowned-Manakin","VU"
"Neopelma","aurifrons","Wieds-Tyrant-manakin","VU"
"Clytoctantes","atrogularis","Rondonia-Bushbird","VU"
"Dysithamnus","plumbeus","Plumbeous-Antvireo","VU"
"Myrmotherula","klagesi","Klagess-Antwren","NT"
"Myrmotherula","fluminensis","Rio-de-Janeiro-Antwren","CR"
"Myrmotherula","minor","Salvadoris-Antwren","VU"
"Myrmotherula","unicolor","Unicoloured-Antwren","NT"
"Myrmotherula","urosticta","Band-tailed-Antwren","VU"
"Herpsilochmus","sellowi","Caatinga-Antwren","LC"
"Herpsilochmus","pectoralis","Pectoral-Antwren","VU"
"Formicivora","iheringi","Narrow-billed-Antwren","NT"
"Formicivora","serrana","Serra-Antwren","LC"
"Formicivora","erythronotos","Black-hooded-Antwren","EN"
"Drymophila","genei","Rufous-tailed-Antbird","LC"
"Drymophila","ochropyga","Ochre-rumped-Antbird","NT"
"Terenura","sicki","Orange-bellied-Antwren","EN"
"Cercomacra","brasiliana","Rio-de-Janeiro-Antbird","NT"
"Cercomacra","carbonaria","Rio-Branco-Antbird","CR"
"Pyriglena","atra","Fringe-backed-Fire-eye","EN"
"Rhopornis","ardesiacus","Slender-Antbird","EN"
"Myrmeciza","ruficauda","Scalloped-Antbird","EN"
"Rhegmatorhina","hoffmannsi","White-breasted-Antbird","NT"
"Rhegmatorhina","gymnops","Bare-eyed-Antbird","VU"
"Synallaxis","infuscata","Pintos-Spinetail","EN"
"Gyalophylax","hellmayri","Red-shouldered-Spinetail","NT"
"Synallaxis","cherriei","Chestnut-throated-Spinetail","NT"
"Synallaxis","kollari","Hoary-throated-Spinetail","CR"
"Asthenes","luizae","Cipo-Canastero","NT"
"Thripophaga","macroura","Striated-Softtail","VU"
"Syndactyla","dimidiata","Russet-mantled-Foliage-gleaner","LC"
"Philydor","novaesi","Alagoas-Foliage-gleaner","CR"
"Hylocryptus","rectirostris","Chestnut-capped-Foliage-gleaner","LC"
"Megaxenops","parnaguae","Great-Xenops","LC"
"Xiphocolaptes","falcirostris","Moustached-Woodcreeper","VU"
"Hylopezus","ochroleucus","White-browed-Antpitta","NT"
"Conopophaga","roberti","Hooded-Gnateater","LC"
"Merulaxis","ater","Slaty-Bristlefront","NT"
"Merulaxis","stresemanni","Stresemanns-Bristlefront","CR"
"Scytalopus","novacapitalis","Brasilia-Tapaculo","NT"
"Eleoscytalopus","psychopompus","Bahia-Tapaculo","CR"
"Eleoscytalopus","indigoticus","White-breasted-Tapaculo","NT"
"Vireo","gracilirostris","Noronha-Vireo","NT"
"Cichlopsis","leucogenys","Rufous-brown-Solitaire","LC"
"Carduelis","yarrellii","Yellow-faced-Siskin","VU"
"Conirostrum","margaritae","Pearly-breasted-Conebill","VU"
"Orchesticus","abeillei","Brown-Tanager","NT"
"Conothraupis","mesoleuca","Cone-billed-Tanager","CR"
"Thraupis","cyanoptera","Azure-shouldered-Tanager","NT"
"Tangara","fastuosa","Seven-coloured-Tanager","VU"
"Tangara","varia","Dotted-Tanager","LC"
"Tangara","peruviana","Black-backed-Tanager","VU"
"Dacnis","albiventris","White-bellied-Dacnis","LC"
"Dacnis","nigripes","Black-legged-Dacnis","NT"
"Poospiza","cinerea","Cinereous-Warbling-finch","VU"
"Embernagra","longicauda","Pale-throated-Pampa-finch","LC"
"Sporophila","melanops","Hooded-Seedeater","CR"
"Sporophila","melanogaster","Black-bellied-Seedeater","NT"
"Oryzoborus","crassirostris","Large-billed-Seed-finch","LC"
"Curaeus","forbesi","Forbess-Blackbird","EN"
"Myrmotherula","snowi","Alagoas-Antwren","CR"
"Formicivora","littoralis","Restinga-Antwren","EN"
"Phylloscartes","kronei","Restinga-Tyrannulet","VU"
"Stymphalornis","acutirostris","Parana-Antwren","EN"
"Neopelma","chrysolophum","Serra-do-Mar-Tyrant-manakin","LC"
"Acrobatornis","fonsecai","Pink-legged-Graveteiro","VU"
"Leptodon","forbesi","White-collared-Kite","CR"
"Guaruba","guarouba","Golden-Parakeet","VU"
"Antilophia","bokermanni","Araripe-Manakin","CR"
"Arremon","franciscanus","Sao-Francisco-Sparrow","NT"
"Phyllomyias","reiseri","Reisers-Tyrannulet","LC"
"Phylloscartes","beckeri","Bahia-Tyrannulet","EN"
"Synallaxis","whitneyi","Bahia-Spinetail","VU"
"Scytalopus","iraiensis","Marsh-Tapaculo","EN"
"Crypturellus","brevirostris","Rusty-Tinamou","LC"
"Crypturellus","duidae","Grey-legged-Tinamou","NT"
"Phaethon","aethereus","Red-billed-Tropicbird","LC"
"Phaethon","lepturus","White-tailed-Tropicbird","LC"
"Sula","sula","Red-footed-Booby","LC"
"Fregata","ariel","Lesser-Frigatebird","LC"
"Fregata","magnificens","Magnificent-Frigatebird","LC"
"Fregata","minor","Greater-Frigatebird","LC"
"Nyctanassa","violacea","Yellow-crowned-Night-heron","LC"
"Egretta","tricolor","Tricoloured-Heron","LC"
"Ardea","cinerea","Grey-Heron","LC"
"Cercibis","oxycerca","Sharp-tailed-Ibis","LC"
"Leucopternis","melanops","Black-faced-Hawk","LC"
"Buteogallus","aequinoctialis","Rufous-Crab-hawk","NT"
"Falco","columbarius","Merlin","LC"
"Ortalis","motmot","Little-Chachalaca","LC"
"Penelope","marail","Marail-Guan","LC"
"Nothocrax","urumutum","Nocturnal-Curassow","LC"
"Crax","alector","Black-Curassow","VU"
"Mitu","tomentosum","Crestless-Curassow","NT"
"Colinus","cristatus","Crested-Bobwhite","LC"
"Psophia","crepitans","Grey-winged-Trumpeter","LC"
"Rallus","longirostris","Clapper-Rail","LC"
"Aramides","calopterus","Red-winged-Wood-rail","LC"
"Aramides","mangle","Little-Wood-rail","LC"
"Anurolimnas","fasciatus","Black-banded-Crake","LC"
"Burhinus","bistriatus","Double-striped-Thick-knee","LC"
"Charadrius","wilsonia","Wilsons-Plover","LC"
"Stercorarius","skua","Great-Skua","LC"
"Larus","atricilla","Laughing-Gull","LC"
"Larus","delawarensis","Ring-billed-Gull","LC"
"Sterna","forsteri","Forsters-Tern","LC"
"Anous","minutus","Black-Noddy","LC"
"Anous","stolidus","Brown-Noddy","LC"
"Gygis","alba","Common-White-Tern","LC"
"Columbina","passerina","Common-Ground-dove","LC"
"Geotrygon","saphirina","Sapphire-Quail-dove","VU"
"Aratinga","cactorum","Cactus-Parakeet","LC"
"Aratinga","pertinax","Brown-throated-Parakeet","LC"
"Aratinga","solstitialis","Sun-Parakeet","EN"
