"genero","especie","nombre_comun","categoria"
"Doliornis","remseni","Chestnut-bellied-Cotinga","VU"
"Pipreola","lubomirskii","Black-chested-Fruiteater","LC"
"Pipreola","chlorolepidota","Fiery-throated-Fruiteater","NT"
"Carpodectes","hopkei","Black-tipped-Cotinga","LC"
"Cephalopterus","penduliger","Long-wattled-Umbrellabird","VU"
"Xenopipo","flavicapilla","Yellow-headed-Manakin","NT"
"Clytoctantes","alixii","Recurve-billed-Bushbird","EN"
"Xenornis","setifrons","Spiny-faced-Antshrike","VU"
"Dysithamnus","occidentalis","Bicoloured-Antvireo","VU"
"Asthenes","perijana","Perija-Thistletail","EN"
"Synallaxis","fuscorufa","Rusty-headed-Spinetail","VU"
"Margarornis","stellatus","Fulvous-dotted-Treerunner","NT"
"Drymotoxeres","pucherani","Greater-Scythebill","NT"
"Pittasoma","rufopileatum","Rufous-crowned-Antpitta","NT"
"Grallaria","gigantea","Giant-Antpitta","VU"
"Grallaria","alleni","Moustached-Antpitta","VU"
"Grallaria","kaestneri","Cundinamarca-Antpitta","EN"
"Grallaria","bangsi","Santa-Marta-Antpitta","VU"
"Grallaria","rufocinerea","Bicoloured-Antpitta","VU"
"Grallaria","milleri","Brown-banded-Antpitta","VU"
"Grallaricula","lineifrons","Crescent-faced-Antpitta","NT"
"Grallaricula","cucullata","Hooded-Antpitta","VU"
"Scytalopus","panamensis","Tacarcuna-Tapaculo","VU"
"Vireo","masteri","Choco-Vireo","EN"
"Vireo","caribaeus","San-Andres-Vireo","VU"
"Cyanolyca","pulchra","Beautiful-Jay","NT"
"Cistothorus","apolinari","Apolinars-Wren","EN"
"Thryothorus","nicefori","Niceforos-Wren","CR"
"Carduelis","cucullata","Red-Siskin","EN"
"Atlapetes","leucopis","White-rimmed-Brush-finch","LC"
"Atlapetes","flaviceps","Yellow-headed-Brush-finch","EN"
"Atlapetes","fuscoolivaceus","Dusky-headed-Brush-finch","NT"
"Vermivora","chrysoptera","Golden-winged-Warbler","NT"
"Basileuterus","basilicus","Santa-Marta-Warbler","VU"
"Basileuterus","cinereicollis","Grey-throated-Warbler","NT"
"Basileuterus","conspicillatus","White-lored-Warbler","NT"
"Basileuterus","ignotus","Pirre-Warbler","VU"
"Chlorospingus","flavovirens","Yellow-green-Bush-tanager","VU"
"Habia","gutturalis","Sooty-Ant-tanager","NT"
"Bangsia","melanochlamys","Black-and-gold-Tanager","VU"
"Bangsia","aureocincta","Gold-ringed-Tanager","EN"
"Buthraupis","wetmorei","Masked-Mountain-tanager","VU"
"Iridosornis","porphyrocephalus","Purplish-mantled-Tanager","NT"
"Chlorochrysa","nitidissima","Multicoloured-Tanager","VU"
"Tangara","johannae","Blue-whiskered-Tanager","NT"
"Tangara","fucosa","Green-naped-Tanager","NT"
"Dacnis","hartlaubi","Turquoise-Dacnis","VU"
"Dacnis","viguieri","Viridian-Dacnis","NT"
"Dacnis","berlepschi","Scarlet-breasted-Dacnis","VU"
"Oreothraupis","arremonops","Tanager-Finch","VU"
"Diglossa","gloriosissima","Chestnut-bellied-Flowerpiercer","EN"
"Saltator","cinctus","Masked-Saltator","NT"
"Psarocolius","cassini","Baudo-Oropendola","EN"
"Hypopyrrhus","pyrohypogaster","Red-bellied-Grackle","VU"
"Macroagelaius","subalaris","Mountain-Grackle","EN"
"Nyctiphrynus","rosenbergi","Choco-Poorwill","NT"
"Glaucidium","nubicola","Cloud-forest-Pygmy-owl","VU"
"Cercomacra","parkeri","Parkers-Antbird","LC"
"Chlorostilbon","olivaresi","Chiribiquete-Emerald","LC"
"Ortalis","columbiana","Colombian-Chachalaca","LC"
"Campephilus","gayaquilensis","Guayaquil-Woodpecker","NT"
"Nothocercus","bonapartei","Highland-Tinamou","LC"
"Nothocercus","julius","Tawny-breasted-Tinamou","LC"
"Crypturellus","berlepschi","Berlepschs-Tinamou","LC"
"Crypturellus","boucardi","Slaty-breasted-Tinamou","LC"
"Crypturellus","casiquiare","Barred-Tinamou","LC"
"Puffinus","lherminieri","Audubons-Shearwater","LC"
"Puffinus","pacificus","Wedge-tailed-Shearwater","LC"
"Tigrisoma","mexicanum","Bare-throated-Tiger-heron","LC"
"Egretta","rufescens","Reddish-Egret","NT"
"Ardea","herodias","Great-Blue-Heron","LC"
"Eudocimus","albus","White-Ibis","LC"
"Plegadis","falcinellus","Glossy-Ibis","LC"
"Anas","acuta","Northern-Pintail","LC"
"Anas","americana","American-Wigeon","LC"
"Anas","clypeata","Northern-Shoveler","LC"
"Aythya","affinis","Lesser-Scaup","LC"
"Aythya","collaris","Ring-necked-Duck","LC"
"Circus","cyaneus","Northern-Harrier","LC"
"Accipiter","cooperii","Coopers-Hawk","LC"
"Leucopternis","princeps","Barred-Hawk","LC"
"Phalcoboenus","carunculatus","Carunculated-Caracara","LC"
"Ortalis","cinereiceps","Grey-headed-Chachalaca","LC"
"Ortalis","garrula","Chestnut-winged-Chachalaca","LC"
"Ortalis","ruficauda","Rufous-vented-Chachalaca","LC"
"Penelope","purpurascens","Crested-Guan","LC"
"Odontophorus","erythrops","Rufous-fronted-Wood-quail","LC"
"Rhynchortyx","cinctus","Tawny-faced-Quail","LC"
"Rallus","limicola","Virginia-Rail","LC"
"Aramides","axillaris","Rufous-necked-Wood-rail","LC"
"Porzana","carolina","Sora","LC"
"Laterallus","albigularis","White-throated-Crake","LC"
"Gallinago","nobilis","Noble-Snipe","NT"
"Larus","minutus","Little-Gull","LC"
"Sterna","caspia","Caspian-Tern","LC"
"Sterna","anaethetus","Bridled-Tern","LC"
"Patagioenas","corensis","Bare-eyed-Pigeon","LC"
"Patagioenas","goodsoni","Dusky-Pigeon","LC"
"Patagioenas","nigrirostris","Short-billed-Pigeon","LC"
"Zenaida","macroura","Mourning-Dove","LC"
"Leptotila","cassini","Grey-chested-Dove","LC"
"Leptotila","jamaicensis","Caribbean-Dove","LC"
"Leptotila","pallida","Pallid-Dove","LC"
"Leptotila","plumbeiceps","Grey-headed-Dove","LC"
"Geotrygon","linearis","Lined-Quail-dove","LC"
"Geotrygon","veraguensis","Olive-backed-Quail-dove","LC"
"Aratinga","wagleri","Scarlet-fronted-Parakeet","LC"
"Forpus","conspicillatus","Spectacled-Parrotlet","LC"
"Brotogeris","jugularis","Orange-chinned-Parakeet","LC"
"Touit","dilectissimus","Blue-fronted-Parrotlet","LC"
"Pyrilia","haematotis","Brown-hooded-Parrot","LC"
"Pyrilia","pulchra","Rose-faced-Parrot","LC"
"Pionus","chalcopterus","Bronze-winged-Parrot","LC"
"Coccyzus","lansbergi","Grey-capped-Cuckoo","LC"
"Megascops","clarkii","Bare-shanked-Screech-owl","LC"
"Glaucidium","griseiceps","Central-American-Pygmy-owl","LC"
"Strix","nigrolineata","Black-and-white-Owl","LC"
"Caprimulgus","carolinensis","Chuck-wills-widow","LC"
"Cypseloides","cryptus","White-chinned-Swift","LC"
"Tachornis","furcata","Pygmy-Swift","LC"
"Androdon","aequatorialis","Tooth-billed-Hummingbird","LC"
"Glaucis","aeneus","Bronzy-Hermit","LC"
"Threnetes","ruckeri","Band-tailed-Barbthroat","LC"
"Phaethornis","anthophilus","Pale-bellied-Hermit","LC"
"Phaethornis","guy","Green-Hermit","LC"
"Phaethornis","syrmatophorus","Tawny-bellied-Hermit","LC"
"Phaethornis","yaruqui","White-whiskered-Hermit","LC"
"Eutoxeres","aquila","White-tipped-Sicklebill","LC"
"Phaeochroa","cuvierii","Scaly-breasted-Hummingbird","LC"
"Campylopterus","falcatus","Lazuline-Sabrewing","LC"
"Anthracothorax","prevostii","Green-breasted-Mango","LC"
"Discosura","conversii","Green-Thorntail","LC"
"Discosura","popelairii","Wire-crested-Thorntail","NT"
"Chlorostilbon","gibsoni","Red-billed-Emerald","LC"
"Chlorostilbon","poortmani","Short-tailed-Emerald","LC"
"Chlorostilbon","russatus","Coppery-Emerald","LC"
"Chlorostilbon","stenurus","Narrow-tailed-Emerald","LC"
"Thalurania","colombica","Blue-crowned-Woodnymph","LC"
"Damophila","julie","Violet-bellied-Hummingbird","LC"
"Lepidopyga","coeruleogularis","Sapphire-throated-Hummingbird","LC"
"Lepidopyga","goudoti","Shining-green-Hummingbird","LC"
"Hylocharis","eliciae","Blue-throated-Goldentail","LC"
"Goldmania","violiceps","Violet-capped-Hummingbird","LC"
"Leucippus","fallax","Buffy-Hummingbird","LC"
"Amazilia","amabilis","Blue-chested-Hummingbird","LC"
"Amazilia","cyanifrons","Indigo-capped-Hummingbird","LC"
"Amazilia","franciae","Andean-Emerald","LC"
"Amazilia","rosenbergi","Purple-chested-Hummingbird","LC"
"Amazilia","saucerrottei","Steely-vented-Hummingbird","LC"
"Chalybura","buffonii","White-vented-Plumeleteer","LC"
"Chalybura","urochrysia","Bronze-tailed-Plumeleteer","LC"
"Urosticte","benjamini","Purple-bibbed-Whitetip","LC"
"Urosticte","ruficrissa","Rufous-vented-Whitetip","LC"
"Heliodoxa","imperatrix","Empress-Brilliant","LC"
"Heliodoxa","jacula","Green-crowned-Brilliant","LC"
"Oreotrochilus","chimborazo","Ecuadorian-Hillstar","LC"
"Urochroa","bougueri","White-tailed-Hillstar","LC"
"Aglaeactis","cupripennis","Shining-Sunbeam","LC"
"Lafresnaya","lafresnayi","Mountain-Velvetbreast","LC"
"Coeligena","bonapartei","Golden-bellied-Starfrontlet","LC"
"Coeligena","helianthea","Blue-throated-Starfrontlet","LC"
"Coeligena","lutetiae","Buff-winged-Starfrontlet","LC"
"Coeligena","phalerata","White-tailed-Starfrontlet","LC"
"Coeligena","wilsoni","Brown-Inca","LC"
"Boissonneaua","flavescens","Buff-tailed-Coronet","LC"
"Boissonneaua","jardini","Velvet-purple-Coronet","LC"
"Boissonneaua","matthewsii","Chestnut-breasted-Coronet","LC"
"Heliangelus","exortis","Tourmaline-Sunangel","LC"
"Heliangelus","mavors","Orange-throated-Sunangel","LC"
"Heliangelus","strophianus","Gorgeted-Sunangel","LC"
"Eriocnemis","alinae","Emerald-bellied-Puffleg","LC"
"Eriocnemis","luciani","Sapphire-vented-Puffleg","LC"
"Eriocnemis","mosquera","Golden-breasted-Puffleg","LC"
"Eriocnemis","vestita","Glowing-Puffleg","LC"
"Lesbia","victoriae","Black-tailed-Trainbearer","LC"
"Ramphomicron","dorsale","Black-backed-Thornbill","EN"
"Metallura","williami","Viridian-Metaltail","LC"
"Chalcostigma","herrani","Rainbow-bearded-Thornbill","LC"
"Chalcostigma","heteropogon","Bronze-tailed-Thornbill","LC"
"Oxypogon","guerinii","Bearded-Helmetcrest","LC"
"Opisthoprora","euryptera","Mountain-Avocetbill","LC"
"Aglaiocercus","coelestis","Violet-tailed-Sylph","LC"
"Schistes","geoffroyi","Wedge-billed-Hummingbird","LC"
"Heliothryx","barroti","Purple-crowned-Fairy","LC"
"Calliphlox","mitchellii","Purple-throated-Woodstar","LC"
"Chaetocercus","astreans","Santa-Marta-Woodstar","LC"
"Chaetocercus","heliodor","Gorgeted-Woodstar","LC"
"Chaetocercus","jourdanii","Rufous-shafted-Woodstar","LC"
"Pharomachrus","fulgidus","White-tipped-Quetzal","LC"
"Trogon","comptus","White-eyed-Trogon","LC"
"Trogon","massena","Slaty-tailed-Trogon","LC"
"Megaceryle","alcyon","Belted-Kingfisher","LC"
"Hylomanes","momotula","Tody-Motmot","LC"
"Brachygalba","goeringi","Pale-headed-Jacamar","LC"
"Brachygalba","salmoni","Dusky-backed-Jacamar","LC"
"Notharchus","pectoralis","Black-breasted-Puffbird","LC"
"Nystalus","radiatus","Barred-Puffbird","LC"
"Hypnelus","ruficollis","Russet-throated-Puffbird","LC"
"Malacoptila","mystacalis","Moustached-Puffbird","LC"
"Malacoptila","panamensis","White-whiskered-Puffbird","LC"
"Nonnula","brunnea","Brown-Nunlet","LC"
"Nonnula","frontalis","Grey-cheeked-Nunlet","LC"
"Hapaloptila","castanea","White-faced-Nunbird","LC"
"Capito","maculicoronatus","Spot-crowned-Barbet","LC"
"Eubucco","bourcierii","Red-headed-Barbet","LC"
"Aulacorhynchus","haematopygus","Crimson-rumped-Toucanet","LC"
"Selenidera","spectabilis","Yellow-eared-Toucanet","LC"
"Ramphastos","ambiguus","Black-mandibled-Toucan","VU"
"Ramphastos","brevis","Choco-Toucan","LC"
"Ramphastos","sulfuratus","Keel-billed-Toucan","LC"
"Ramphastos","swainsonii","Chestnut-mandibled-Toucan","LC"
"Picumnus","cinnamomeus","Chestnut-Piculet","LC"
"Picumnus","granadensis","Greyish-Piculet","LC"
"Picumnus","olivaceus","Olivaceous-Piculet","LC"
"Picumnus","squamulatus","Scaled-Piculet","LC"
"Melanerpes","formicivorus","Acorn-Woodpecker","LC"
"Melanerpes","pucherani","Black-cheeked-Woodpecker","LC"
"Melanerpes","rubricapillus","Red-crowned-Woodpecker","LC"
"Sphyrapicus","varius","Yellow-bellied-Sapsucker","LC"
"Veniliornis","callonotus","Scarlet-backed-Woodpecker","LC"
"Veniliornis","dignus","Yellow-vented-Woodpecker","LC"
"Piculus","litae","Lita-Woodpecker","LC"
"Celeus","loricatus","Cinnamon-Woodpecker","LC"
"Campephilus","haematogaster","Crimson-bellied-Woodpecker","LC"
"Campephilus","pollens","Powerful-Woodpecker","LC"
"Dendrocincla","homochroa","Ruddy-Woodcreeper","LC"
"Xiphorhynchus","erythropygius","Spotted-Woodcreeper","LC"
"Xiphorhynchus","lachrymosus","Black-striped-Woodcreeper","LC"
"Campylorhamphus","pusillus","Brown-billed-Scythebill","LC"
"Cinclodes","excelsior","Stout-billed-Cinclodes","LC"
"Asthenes","fuliginosa","White-chinned-Thistletail","LC"
"Synallaxis","brachyura","Slaty-Spinetail","LC"
"Synallaxis","cinnamomea","Stripe-breasted-Spinetail","LC"
"Synallaxis","moesta","Dusky-Spinetail","NT"
"Synallaxis","subpudica","Silvery-throated-Spinetail","LC"
"Synallaxis","unirufa","Rufous-Spinetail","LC"
"Hellmayrea","gularis","White-browed-Spinetail","LC"
"Synallaxis","candei","White-whiskered-Spinetail","LC"
"Cranioleuca","erythrops","Red-faced-Spinetail","LC"
"Cranioleuca","hellmayri","Streak-capped-Spinetail","LC"
"Cranioleuca","subcristata","Crested-Spinetail","LC"
"Asthenes","flammulata","Many-striped-Canastero","LC"
"Siptornis","striaticollis","Spectacled-Prickletail","LC"
"Xenerpestes","minlosi","Double-banded-Greytail","LC"
"Syndactyla","subalaris","Lineated-Foliage-gleaner","LC"
"Anabacerthia","variegaticeps","Scaly-throated-Foliage-gleaner","LC"
"Philydor","fuscipenne","Slaty-winged-Foliage-gleaner","LC"
"Thripadectes","flammulatus","Flammulated-Treehunter","LC"
"Thripadectes","ignobilis","Uniform-Treehunter","LC"
"Thripadectes","melanorhynchus","Black-billed-Treehunter","LC"
"Thripadectes","virgaticeps","Streak-capped-Treehunter","LC"
"Sclerurus","guatemalensis","Scaly-throated-Leaftosser","LC"
"Sakesphorus","melanonotus","Black-backed-Antshrike","LC"
"Thamnophilus","multistriatus","Bar-crested-Antshrike","LC"
"Thamnophilus","nigriceps","Black-Antshrike","LC"
"Thamnophilus","unicolor","Uniform-Antshrike","LC"
"Dysithamnus","puncticeps","Spot-crowned-Antvireo","LC"
"Dysithamnus","leucostictus","White-streaked-Antvireo","VU"
"Epinecrophylla","fulviventris","Checker-throated-Antwren","LC"
"Epinecrophylla","spodionota","Foothill-Antwren","LC"
"Myrmotherula","schisticolor","Slaty-Antwren","LC"
"Herpsilochmus","axillaris","Yellow-breasted-Antwren","VU"
"Herpsilochmus","dugandi","Dugands-Antwren","LC"
"Terenura","callinota","Rufous-rumped-Antwren","LC"
"Myrmeciza","berlepschi","Stub-tailed-Antbird","LC"
"Myrmeciza","nigricauda","Esmeraldas-Antbird","LC"
"Gymnocichla","nudiceps","Bare-crowned-Antbird","LC"
"Myrmeciza","exsul","Chestnut-backed-Antbird","LC"
"Myrmeciza","immaculata","Immaculate-Antbird","LC"
"Hylophylax","naevioides","Spotted-Antbird","LC"
"Phaenostictus","mcleannani","Ocellated-Antbird","LC"
"Formicarius","nigricapillus","Black-headed-Antthrush","LC"
"Formicarius","rufipectus","Rufous-breasted-Antthrush","LC"
"Chamaeza","turdina","Schwartzs-Antthrush","LC"
"Pittasoma","michleri","Black-crowned-Antpitta","LC"
"Grallaria","dignissima","Ochre-striped-Antpitta","LC"
"Grallaria","flavotincta","Yellow-breasted-Antpitta","LC"
"Grallaria","hypoleuca","White-bellied-Antpitta","LC"
"Grallaria","nuchalis","Chestnut-naped-Antpitta","LC"
"Grallaria","quitensis","Tawny-Antpitta","LC"
"Grallaria","ruficapilla","Chestnut-crowned-Antpitta","LC"
"Hylopezus","dives","Thicket-Antpitta","LC"
"Hylopezus","fulviventris","White-lored-Antpitta","LC"
"Hylopezus","perspicillatus","Spectacled-Antpitta","LC"
"Conopophaga","castaneiceps","Chestnut-crowned-Gnateater","LC"
"Myornis","senilis","Ash-coloured-Tapaculo","LC"
"Scytalopus","atratus","White-crowned-Tapaculo","LC"
"Scytalopus","sanctaemartae","Santa-Marta-Tapaculo","LC"
"Scytalopus","latebricola","Brown-rumped-Tapaculo","LC"
"Scytalopus","vicinior","Narino-Tapaculo","LC"
"Acropternis","orthonyx","Ocellated-Tapaculo","LC"
"Phyllomyias","cinereiceps","Ashy-headed-Tyrannulet","LC"
"Phyllomyias","nigrocapillus","Black-capped-Tyrannulet","LC"
"Phyllomyias","plumbeiceps","Plumbeous-crowned-Tyrannulet","LC"
"Zimmerius","improbus","Venezuelan-Tyrannulet","LC"
"Zimmerius","vilissimus","Paltry-Tyrannulet","LC"
"Ornithion","brunneicapillus","Brown-capped-Tyrannulet","LC"
"Elaenia","frantzii","Mountain-Elaenia","LC"
"Elaenia","martinica","Caribbean-Elaenia","LC"
"Mecocerculus","minor","Sulphur-bellied-Tyrannulet","LC"
"Mecocerculus","poecilocercus","White-tailed-Tyrannulet","LC"
"Inezia","tenuirostris","Slender-billed-Tyrannulet","LC"
"Anairetes","agilis","Agile-Tit-tyrant","LC"
"Leptopogon","rufipectus","Rufous-breasted-Flycatcher","LC"
"Phylloscartes","poecilotis","Variegated-Bristle-tyrant","LC"
"Phylloscartes","superciliaris","Rufous-browed-Tyrannulet","LC"
"Pseudotriccus","pelzelni","Bronze-olive-Pygmy-tyrant","LC"
"Myiornis","atricapillus","Black-capped-Pygmy-tyrant","LC"
"Lophotriccus","pileatus","Scale-crested-Pygmy-tyrant","LC"
"Poecilotriccus","ruficeps","Rufous-crowned-Tody-flycatcher","LC"
"Oncostoma","cinereigulare","Northern-Bentbill","LC"
"Oncostoma","olivaceum","Southern-Bentbill","LC"
"Poecilotriccus","calopterus","Golden-winged-Tody-flycatcher","LC"
"Todirostrum","nigriceps","Black-headed-Tody-flycatcher","LC"
"Rhynchocyclus","brevirostris","Eye-ringed-Flatbill","LC"
"Rhynchocyclus","pacificus","Pacific-Flatbill","LC"
"Platyrinchus","flavigularis","Yellow-throated-Spadebill","LC"
"Onychorhynchus","mexicanus","Northern-Royal-Flycatcher","LC"
"Myiotriccus","ornatus","Ornate-Flycatcher","LC"
"Myiophobus","flavicans","Flavescent-Flycatcher","LC"
"Myiophobus","phoenicomitra","Orange-crested-Flycatcher","LC"
"Mitrephanes","phaeocercus","Tufted-Flycatcher","LC"
"Empidonax","traillii","Willow-Flycatcher","LC"
"Empidonax","virescens","Acadian-Flycatcher","LC"
"Ochthoeca","diadema","Yellow-bellied-Chat-tyrant","LC"
"Myiotheretes","fumigatus","Smoky-Bush-tyrant","LC"
"Rhytipterna","holerythra","Rufous-Mourner","LC"
"Laniocera","rufescens","Speckled-Mourner","LC"
"Myiarchus","apicalis","Apical-Flycatcher","LC"
"Myiarchus","crinitus","Great-Crested-Flycatcher","LC"
"Myiarchus","panamensis","Panama-Flycatcher","LC"
"Myiarchus","venezuelensis","Venezuelan-Flycatcher","LC"
"Conopias","albovittatus","White-ringed-Flycatcher","LC"
"Tyrannus","niveigularis","Snowy-throated-Kingbird","LC"
"Pachyramphus","albogriseus","Black-and-white-Becard","LC"
"Pachyramphus","cinnamomeus","Cinnamon-Becard","LC"
"Pachyramphus","homochrous","One-coloured-Becard","LC"
"Sapayoa","aenigma","Broad-billed-Sapayoa","LC"
"Xenopipo","holochlora","Green-Manakin","LC"
"Machaeropterus","deliciosus","Club-winged-Manakin","LC"
"Manacus","vitellinus","Golden-collared-Manakin","LC"
"Corapipo","leucorrhoa","White-bibbed-Manakin","LC"
"Masius","chrysopterus","Golden-winged-Manakin","LC"
"Chiroxiphia","lanceolata","Lance-tailed-Manakin","LC"
"Lepidothrix","isidorei","Blue-rumped-Manakin","NT"
"Pipra","mentalis","Red-capped-Manakin","LC"
"Pipreola","aureopectus","Golden-breasted-Fruiteater","LC"
"Pipreola","jucunda","Orange-breasted-Fruiteater","LC"
"Pipreola","riefferii","Green-and-black-Fruiteater","LC"
"Snowornis","cryptolophus","Olivaceous-Piha","LC"
"Lipaugus","fuscocinereus","Dusky-Piha","LC"
"Snowornis","subalaris","Grey-tailed-Piha","NT"
"Lipaugus","unirufus","Rufous-Piha","LC"
"Cotinga","nattererii","Blue-Cotinga","LC"
"Eremophila","alpestris","Horned-Lark","LC"
"Tachycineta","bicolor","Tree-Swallow","LC"
"Tachycineta","thalassina","Violet-green-Swallow","LC"
"Bombycilla","cedrorum","Cedar-Waxwing","LC"
"Campylorhynchus","albobrunneus","White-headed-Wren","LC"
"Campylorhynchus","nuchalis","Stripe-backed-Wren","LC"
"Campylorhynchus","zonatus","Band-backed-Wren","LC"
"Cinnycerthia","unirufa","Rufous-Wren","LC"
"Thryothorus","euophrys","Plain-tailed-Wren","LC"
"Thryothorus","fasciatoventris","Black-bellied-Wren","LC"
"Thryothorus","mystacalis","Whiskered-Wren","LC"
"Thryothorus","leucopogon","Stripe-throated-Wren","LC"
"Thryothorus","nigricapillus","Bay-Wren","LC"
"Thryothorus","rufalbus","Rufous-and-white-Wren","LC"
"Thryothorus","rutilus","Rufous-breasted-Wren","LC"
"Thryothorus","spadix","Sooty-headed-Wren","LC"
"Troglodytes","monticola","Santa-Marta-Wren","CR"
"Cyphorhinus","phaeocephalus","Song-Wren","LC"
"Dumetella","carolinensis","Grey-Catbird","LC"
"Myadestes","coloratus","Varied-Solitaire","LC"
"Entomodestes","coracinus","Black-Solitaire","LC"
"Catharus","aurantiirostris","Orange-billed-Nightingale-thrush","LC"
"Hylocichla","mustelina","Wood-Thrush","LC"
"Turdus","assimilis","White-throated-Thrush","LC"
"Turdus","fulviventris","Chestnut-bellied-Thrush","LC"
"Turdus","grayi","Clay-coloured-Thrush","LC"
"Turdus","obsoletus","Pale-vented-Thrush","LC"
"Polioptila","schistaceigula","Slate-throated-Gnatcatcher","LC"
"Ammodramus","savannarum","Grasshopper-Sparrow","LC"
"Oryzoborus","funereus","Thick-billed-Seed-finch","LC"
"Tiaris","bicolor","Black-faced-Grassquit","LC"
"Tiaris","olivaceus","Yellow-faced-Grassquit","LC"
"Arremon","aurantiirostris","Orange-billed-Sparrow","LC"
"Arremon","schlegeli","Golden-winged-Sparrow","LC"
"Arremonops","tocuyensis","Tocuyo-Sparrow","LC"
"Atlapetes","albofrenatus","Moustached-Brush-finch","LC"
"Arremon","brunneinucha","Chestnut-capped-Brush-finch","LC"
"Atlapetes","melanocephalus","Santa-Marta-Brush-finch","LC"
"Atlapetes","pallidinucha","Pale-naped-Brush-finch","LC"
"Atlapetes","semirufus","Ochre-breasted-Brush-finch","LC"
"Atlapetes","tricolor","Tricoloured-Brush-finch","LC"
"Arremon","castaneiceps","Olive-Finch","NT"
"Arremon","crassirostris","Sooty-faced-Finch","LC"
"Urothraupis","stolzmanni","Black-backed-Bush-finch","LC"
"Pheucticus","chrysogaster","Golden-bellied-Grosbeak","LC"
"Pheucticus","ludovicianus","Rose-breasted-Grosbeak","LC"
"Cardinalis","phoeniceus","Vermilion-Cardinal","LC"
"Saltator","atripennis","Black-winged-Saltator","LC"
"Saltator","orenocensis","Orinoco-Saltator","LC"
"Passerina","caerulea","Blue-Grosbeak","LC"
"Sericossypha","albocristata","White-capped-Tanager","VU"
"Chlorospingus","canigularis","Ashy-throated-Bush-tanager","LC"
"Chlorospingus","semifuscus","Dusky-Bush-tanager","LC"
"Chlorospingus","tacarcunae","Tacarcuna-Bush-tanager","LC"
"Hemispingus","atropileus","Black-capped-Hemispingus","LC"
"Hemispingus","frontalis","Oleaginous-Hemispingus","LC"
"Hemispingus","verticalis","Black-headed-Hemispingus","LC"
"Thlypopsis","fulviceps","Fulvous-headed-Tanager","LC"
"Thlypopsis","ornata","Rufous-chested-Tanager","LC"
"Chrysothlypis","salmoni","Scarlet-and-white-Tanager","LC"
"Rhodinocichla","rosea","Rosy-Thrush-tanager","LC"
"Mitrospingus","cassinii","Dusky-faced-Tanager","LC"
"Chlorothraupis","olivacea","Lemon-spectacled-Tanager","LC"
"Chlorothraupis","stolzmanni","Ochre-breasted-Tanager","LC"
"Creurgops","verticalis","Rufous-crested-Tanager","LC"
"Heterospingus","xanthopygius","Scarlet-browed-Tanager","LC"
"Tachyphonus","delatrii","Tawny-crested-Tanager","LC"
"Habia","cristata","Crested-Ant-tanager","LC"
"Habia","fuscicauda","Red-throated-Ant-tanager","LC"
"Piranga","rubriceps","Red-hooded-Tanager","LC"
"Calochaetes","coccineus","Vermilion-Tanager","LC"
"Ramphocelus","dimidiatus","Crimson-backed-Tanager","LC"
"Ramphocelus","flammigerus","Flame-rumped-Tanager","LC"
"Thraupis","glaucocolpa","Glaucous-Tanager","LC"
"Bangsia","edwardsi","Moss-backed-Tanager","LC"
"Buthraupis","eximia","Black-chested-Mountain-tanager","LC"
"Bangsia","rothschildi","Golden-chested-Tanager","LC"
"Anisognathus","lacrymosus","Lacrimose-Mountain-tanager","LC"
"Anisognathus","melanogenys","Santa-Marta-Mountain-tanager","LC"
"Anisognathus","notabilis","Black-chinned-Mountain-tanager","LC"
"Iridosornis","analis","Yellow-throated-Tanager","LC"
"Iridosornis","rufivertex","Golden-crowned-Tanager","LC"
"Euphonia","anneae","Tawny-capped-Euphonia","LC"
"Euphonia","concinna","Velvet-fronted-Euphonia","LC"
"Euphonia","fulvicrissa","Fulvous-vented-Euphonia","LC"
"Euphonia","saturata","Orange-crowned-Euphonia","LC"
"Euphonia","trinitatis","Trinidad-Euphonia","LC"
"Chlorophonia","flavirostris","Yellow-collared-Chlorophonia","LC"
"Chlorophonia","pyrrhophrys","Chestnut-breasted-Chlorophonia","LC"
"Chlorochrysa","phoenicotis","Glistening-green-Tanager","LC"
"Tangara","florida","Emerald-Tanager","LC"
"Tangara","heinei","Black-capped-Tanager","LC"
"Tangara","icterocephala","Silver-throated-Tanager","LC"
"Tangara","inornata","Plain-coloured-Tanager","LC"
"Tangara","labradorides","Metallic-green-Tanager","LC"
"Tangara","larvata","Golden-hooded-Tanager","LC"
"Tangara","lavinia","Rufous-winged-Tanager","LC"
"Tangara","palmeri","Grey-and-gold-Tanager","LC"
"Tangara","parzudakii","Flame-faced-Tanager","LC"
"Iridophanes","pulcherrimus","Golden-collared-Honeycreeper","LC"
"Tangara","rufigula","Rufous-throated-Tanager","LC"
"Tangara","vitriolina","Scrub-Tanager","LC"
"Dacnis","venusta","Scarlet-thighed-Dacnis","LC"
"Cyanerpes","lucidus","Shining-Honeycreeper","LC"
"Diglossa","albilatera","White-sided-Flowerpiercer","LC"
"Diglossa","humeralis","Black-Flowerpiercer","LC"
"Diglossa","indigotica","Indigo-Flowerpiercer","LC"
"Diglossa","lafresnayii","Glossy-Flowerpiercer","LC"
"Vermivora","peregrina","Tennessee-Warbler","LC"
"Vermivora","cyanoptera","Blue-winged-Warbler","LC"
"Parula","americana","Northern-Parula","LC"
"Dendroica","caerulescens","Black-throated-Blue-Warbler","LC"
